X,Y,Establishment_ID,Name,Address,Zip_Code,Owner,License_Number,License_Type,Most_Recent_License_Date,Establishment_Type,Status,Restaurant_Complexity_Level,Review_Frequency_in_Days,ObjectId
-83.2290642283448,42.3435153166781,51622861,Little Pizza,19240 W Warren Ave,48228,Kassem / Arafat,233679,Fixed Establishment,2019/04/09 00:00:00+00,Food Service Establishment,Open,,180,1384
-83.0482208103904,42.3346962449988,51622901,Madcap Coffee Company,1413 Farmer Street,48226,Madcap East Ventures LLC,236363,Fixed Establishment,2020/04/10 00:00:00+00,Food Service Establishment,Open,High,365,1385
-83.0606819453643,42.334723770765,3691,MGM Grand Casino-V Outer Bar,1777 Third St,48226,MGM Grand Detroit Casino,060147,Fixed Establishment,2018/05/02 00:00:00+00,Food Service Establishment,Open,,365,1386
-83.0606819453643,42.334723770765,51623030,MGM Grand Detroit Moneyline,1777 Third St,48226,MGM Grand Detroit,241586,Fixed Establishment,2019/09/20 00:00:00+00,Food Service Establishment,Open,High,180,1387
-83.0606819453643,42.334723770765,4469,MGM-Wolfgang Puck Pizzeria & Cucina,1777 Third St,48226,MGM Grand Detroit Casino,060148,Fixed Establishment,2017/05/02 00:00:00+00,Food Service Establishment,Permanently Closed,Low,180,1388
-83.0606819453643,42.334723770765,4476,MGM-Wolfgang Puck Steak,1777 Third St,48226,MGM Grand Detroit Casino,060149,Fixed Establishment,2019/04/30 00:00:00+00,Food Service Establishment,,,180,1389
-83.0390485244526,42.3940047693944,4005,M H Soft Serve,4177 Dodge St,48211,Hafed Almasmari,218099,Mobile Food Establishment,2019/05/15 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,,395,1390
-83.0486664655011,42.3360981704546,1680,Michigan Opera Theater,1526 Broadway St,48226,Continental Cafe LLC,221954,Fixed Establishment,2020/05/19 00:00:00+00,Food Service Establishment,Open,,365,1391
-83.0619792141441,42.3583963575318,2126,Michigan Science Center/Edibles Rex,5020 John R St,48202,Edibles Rex/Thomasina Tedesco,074254,Fixed Establishment,2020/03/02 00:00:00+00,Food Service Establishment,Open,Medium,365,1392
-83.2058492802563,42.4394166220345,2037,Michigan Technical Academy,19940 Mansfield Ave,48235,Michigan Technical Academy,039494,Fixed Establishment,2015/04/27 00:00:00+00,Non-Public School,Open,,210,1393
-83.0664361856634,42.3320698625428,51622941,Michigan & Trumbull,1441 W Elizabeth St,48216,Kristen Calverley,247261,Fixed Establishment,2019/12/05 00:00:00+00,Food Service Establishment,Open,High,180,1394
-83.0485863492525,42.330578970963,51623044,Michigan & Trumbull/Fort Street Galley,160 W Fort St,48226,,062619JB,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Permanently Closed,,90.0,1395
-83.1122556819946,42.3268703068112,1062,Midnights Inn #422718,3250 Wesson St,4821,KROL RONALD J,035124,Fixed Establishment,2015/04/30 00:00:00+00,Food Service Establishment,Open,,395,1396
-83.065246858448,42.3540292950474,3218,Midtown Shangri-La,4710 Cass Ave,48201,Cholada Chan,064628,Fixed Establishment,2020/06/23 00:00:00+00,Food Service Establishment,Open,High,180,1397
-83.0603938484661,42.3512627551319,4818,Midtown Zef's,4160 Woodward Ave,48201,Leze Palusevic,076778,Fixed Establishment,2019/04/30 00:00:00+00,Food Service Establishment,Permanently Closed,High,180,1398
-83.0603938484661,42.3512627551319,51623110,Midtown Zef's,4160 Woodward Ave,48201,"Nakarada Detroit, LLC",241569,Fixed Establishment,2019/09/20 00:00:00+00,Food Service Establishment,Open,High,180,1399
-83.2161727195014,42.4301575292544,5107,Mighty Sub Shop,17602 W Seven Mile,48235,Dennis Reed II,202799,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Permanently Closed,High,180,1400
-83.2003713293992,42.4403944201986,5395,Mighty Wings,20131 Greenfield Rd,48235,Dennis Reed II,229347,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1401
-83.2294860987618,42.3573322558832,1130,Mike's Coney Island,19241 Joy Rd,48228,Antonella Berisha,035208,Fixed Establishment,2017/05/02 00:00:00+00,Food Service Establishment,Open,High,180,1402
-83.0944662231506,42.3316060948589,604,Mike's Famous Ham Place,3700 Michigan Ave,48216,Sadik Muftari,034494,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,1403
-83.0479943208527,42.3307844847448,5039,Mikes Kabob Grille,719 Griswold Ste 140,48226,Mahmoud Abdallah,078717,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,1404
-83.0456400988011,42.326978150162,3806,Mikes Legends Catering Inc.,151 W Jefferson Ave,48226,Mhill LLeshaj,062220,Fixed Establishment,2019/05/02 00:00:00+00,Food Service Establishment,Open,,365,1405
-83.0565099814369,42.3410945236737,51622521,Mike's Pizza Bar,2643 Park Avenue Unit B,4821,"Detroit Arena Ventures, LLC",220256,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1406
-83.1100001937759,42.3149812379527,5070,Mi Lindo Sanblas,1807 Livernois Ave,48209,Armulfo Ramirez,082196,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,High,180,1407
-83.0493095110225,42.3319510472821,51623024,Milk & Froth Inc.,1117 Griswold St Apt. 1508,48226,Deion Cao,238154,Special Transitory Food Unit,1970/01/01 00:00:00+00,LHD - Special Transitory Food,Seasonal,,180,1408
-83.0415104814563,42.3306372967726,51622661,Millender Center- Applebees/IHOP,333 E Jefferson Ave,48207,TSFR Apple Venture LLC,230559,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,1409
-83.0415104814563,42.3306372967726,4692,Millender Center-Banquets,333 E Jefferson Ave,48226,"TSFR Apple Vender, LLC",226467,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,1410
-83.0658640001499,42.3295367490185,51623053,Mink,1701 Trumbull Ste D,48216,Sarah Welch/Ding Ho,246040,Fixed Establishment,2020/05/12 00:00:00+00,Food Service Establishment,Open,,180,1411
-83.0395192497463,42.3318330213951,51622691,Minnie's Rhythm Cafe,546 E Larned St,48226,Yvonne Gibson,226458,Fixed Establishment,2020/05/19 00:00:00+00,Food Service Establishment,Open,High,180,1412
-83.123863931285,42.3166547480062,51622476,Mi Pueblo Express,7271 Dix Ave,48209,Jose Jesus Lopez,232763,Mobile Food Commissary,2020/05/11 00:00:00+00,Food Service Establishment,Open,High,180,1413
-83.0714510819409,42.3837690058405,5204,Miss Virginia's Ice Cream Parlor,8801 Oakland Ave,48211,Vickie & Charley Ransom,226496,Fixed Establishment,2018/02/14 00:00:00+00,Food Service Establishment,Open,Medium,365,1414
-83.0414575311601,42.3329161083084,4183,Mix Bricktown,641 Beaubien St,48226,Angela Vincent,081262,Fixed Establishment,2019/04/09 00:00:00+00,Food Service Establishment,Open,,365,1415
-83.1713592518467,42.4145618779247,1998,"MLK, Jr. Education Center",16827 Appoline St,48235,"MLK, Jr. Education Center",039220,Fixed Establishment,2019/04/29 00:00:00+00,Non-Public School,Open,,210,1416
-83.0547168462134,42.3535013987719,51623123,MMS/DMC Detroit Receiving Hosp. #51717,4201 St Antoine St,48201,Morrison Management Specialist,247217,Fixed Establishment,2020/04/27 00:00:00+00,Food Service Establishment,Open,,180,1417
-83.0569670038293,42.3506689853658,51623122,MMS/Harper Hutzel #51718,3990 John R St,48201,Morrison Management Specialist,247218,Fixed Establishment,2020/04/27 00:00:00+00,Food Service Establishment,Open,,180,1418
-83.0395192497463,42.3318330213951,5112,Mo' Better Blues,546 E Larned,48226,Gerald M. Watson II,081580,Fixed Establishment,2015/11/03 00:00:00+00,Food Service Establishment,Permanently Closed,High,180,1419
-83.0615536031423,42.3536919447192,3600,MOCAD - Museum of Contemporary Arts Det,4454 Woodward Ave,48201,Mocad Cafe,058558,Fixed Establishment,2020/05/04 00:00:00+00,Food Service Establishment,Open,High,365,1420
-83.0580058255053,42.4089946685724,51622972,Modhubann Sweet & Cafe ,3611 Carpenter St ,48212,Abu Bakher Siddik,237171,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1421
-83.050725334962,42.3998709048266,4809,Moe's Ice Cream,3833 Evaline St,48212,Naji S Hussein,038413,Mobile Food Establishment,2019/05/08 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,,395,1422
-83.1160858037187,42.370791292745,5274,Moma Shirley's Soul Food,3426 Joy Rd,48206,Shirley D. Carmichael,208175,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,1423
-83.0616724242033,42.3442225974866,51622932,Momo Cha,474 Peterboro St Unit #102,48201,Louisa Ainsworth,237715,Fixed Establishment,2020/06/23 00:00:00+00,Food Service Establishment,Open,High,180,1424
-83.0415922946224,42.3355741676349,1447,Monroe Street Cafe,561 Monroe St,48226,Pete G. Zissis,035626,Fixed Establishment,2019/06/20 00:00:00+00,Food Service Establishment,Open,,180,1425
-83.0925270658794,42.3491411696082,3865,Monte Bello Pizzeria,5181 Grand River Ave,48208,Aldin E. Kanona,083437,Fixed Establishment,2019/04/25 00:00:00+00,Food Service Establishment,Open,,365,1426
-83.0399202855369,42.3454190125891,4180,Mootown Ice Cream Shoppe,2461 Russell St,48207,Megan Lewis,220252,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,365,1427
-83.0464151643299,42.3341220911998,51622778,Mootz Pizzeria ,1230 Library St,48226,"Tony & Dean Holdings,LLC",234752,Fixed Establishment,2020/05/12 00:00:00+00,Food Service Establishment,Open,High,180,1428
-82.9417522098287,42.422491464422,51622809,Morang 1 Coney Island,11001 Morang Dr,48224,Mikel Maty,229373,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1429
-83.0166326888948,42.3385261844192,51622625,Morrison Community Living @ Rivertown,250 McDougall St,48207,Morrison Management Specialist,220235,Fixed Establishment,2020/05/22 00:00:00+00,Food Service Establishment,Open,,365,1430
-83.0015403615043,42.3526421593501,2593,Moses Field School,1100 Sheridan St,48214,Detroit Public Schools,050984,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,,210,1431
-83.0634645838563,42.3292488771924,918,Most Holy Trinity School,1229 LaBrosse St,48226,Sacred Heart Seminary,034952,Fixed Establishment,2020/05/07 00:00:00+00,Non-Public School,Open,Medium,210,1432
-83.0616724242033,42.3442225974866,51622810,Motor Burger,474 Peterboro Unit #101,48201,This is Motor Inc.,241578,Fixed Establishment,2019/08/12 00:00:00+00,Food Service Establishment,Open,High,180,1433
-83.0676334881218,42.3394391144225,5027,Motor City Casino - Food Truck,2901 Grand River Ave,48201,Detroit Entertainment LLC,039931,Special Transitory Food Unit,2019/04/24 00:00:00+00,LHD - Special Transitory Food,Seasonal,High,365,1434
-83.0494677528531,42.3360834818686,4694,Madison Building ,1555 Broadway St,48226,Madison Theatre Building Hospi,202841,Fixed Establishment,2020/05/13 00:00:00+00,Food Service Establishment,Plan Review,High,365,1435
-83.0676334881218,42.3394391144225,3771,Motor City Casino-Grand River Deli & Bur,2901 Grand River Ave,48201,Detroit Entertainment LLC,062165,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,180,1436
-83.0676334881218,42.3394391144225,3775,Motor City Casino - Head Lights Bar,2901 Grand River Ave ,48201,Detroit Entertainment LLC,062168,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,365,1437
-83.2628876268635,42.4369207343341,1169,Madison Carver Academy,19900 McIntyre St,48219,Sharon Arnett,073751,Fixed Establishment,2019/05/02 00:00:00+00,Charter School,Open,Medium,210,1438
-83.0676334881218,42.3394391144225,51622737,Motor City Casino - Hot Dog Cart,2901 Grand River,48201,Brucer Dall,234758,Mobile Food Establishment,2018/04/13 00:00:00+00,Food Service Establishment,Open,Medium,365,1439
-83.1049832987468,42.4466632043987,51622461,Magic City of Detroit-Dreams,141 W Eight Mile,48203,Nancy Halcim,218094,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1440
-83.0676334881218,42.3394391144225,3728,Motor City Casino - Iridescence,2901 Grand River Ave,48201,Motor City Casino,062175,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,180,1441
-83.0879780098571,42.3485192287072,51622688,Magnet,4842 Grand River Ave,48208,Brad Greenhill,241583,Fixed Establishment,2019/08/23 00:00:00+00,Food Service Establishment,Open,High,180,1442
-83.0676334881218,42.3394391144225,4021,Motor City Casino - Little Caesars,2901 Grand River Ave,48201,Detroit Entertainment LLC,070509,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,180,1443
-83.2662144611614,42.3999538773999,51622975,Lit Vegan Kitchen,22735 Fenkell Ave,48223,Elevated Earth Living LLC,238174,Fixed Establishment,2019/04/23 00:00:00+00,Food Service Establishment,Open,,180,1444
-83.0268980852945,42.3366759969186,1953,Main Street Grill and Coney Island,1985 E Jefferson Ave,48207,Salim Attisha/Rrok Vuktilaj,038603,Fixed Establishment,2019/04/23 00:00:00+00,Food Service Establishment,Open,High,180,1445
-83.0676334881218,42.3394391144225,4372,Motor City Casino - Lodge Diner,2901 Grand River Ave,48201,Motor City Casino,072861,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,180,1446
-83.1408482463095,42.4256331556565,5251,Livernois Fresh Fish,18280 Livernois Ave,48221,Ahmed Pady,202802,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1447
-82.9613281608546,42.3850135718166,1104,Maison Fine Food Inc.,13031 Mack Ave,48215,Muftari Muftar,035178,Fixed Establishment,2020/04/02 00:00:00+00,Food Service Establishment,Open,,180,1448
-83.0676334881218,42.3394391144225,3777,Motor City Casino - Overdrive Bar,2901 Grand River Ave,48201,Detroit Entertainment LLC,062170,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,365,1449
-83.138046251818,42.3679609429146,4883,Livernois & I96 Subway Inc,9600 Livernois Ave,48204,Mohammed Beydour,077871,Fixed Establishment,2019/04/18 00:00:00+00,Food Service Establishment,Open,,180,1450
-82.9891456776069,42.449143593791,2141,Maitais,13310-18 E Eight Mile Rd,48205,Talya Johnson,040401,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1451
-83.0676334881218,42.3394391144225,4680,Motor City Casino - Pit Stop Bar,2901 Grand River Ave,48201-34,Bruce Dall,208230,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,High,180,1452
-83.1411780852239,42.4149035822564,5306,Livernois Ocean Delight Inc,16817 Livernois Ave,48221,Hassan/Basal 313-969-6302,203698,Fixed Establishment,2019/06/05 00:00:00+00,Food Service Establishment,Open,High,180,1453
-83.0601133234675,42.3508437885628,589,Majestic Cafe/The Majestic Theater,4120 Woodward Ave,48201,Majestic Theatre Center Inc.,080864,Fixed Establishment,2019/05/13 00:00:00+00,Food Service Establishment,Open,Medium,365,1454
-83.0676334881218,42.3394391144225,51622751,Motor City Casino- Portables(5),2901 Grand River Avenue,48201,Detroit Entertainment LLC,229403,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,Medium,365,1455
-83.0755224776756,42.3316610116179,284,L J'S Sweetheart bar,2114 Michigan Ave,48216,ROBERT L. JONES,033954,Fixed Establishment,2020/04/16 00:00:00+00,Food Service Establishment,Open,,365,1456
-83.0711494609062,42.3316300969982,408,Maltese Am Benevolent Society,1832 Michigan Avenue,48216,Maltese American Benevolent So,034164,Fixed Establishment,2019/05/01 00:00:00+00,Food Service Establishment,Open,,395,1457
-83.0676334881218,42.3394391144225,3776,Motor City Casino - Radio Bar,2901 Grand River Ave,48201,Detroit Entertainment LLC,062169,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,365,1458
-83.0809234474044,42.4404292595959,1919,L & L Adult Day Care,1485 E Outer Dr,48234,Detroit Area Agency on Aging,037819,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,365,1459
-83.1408397841795,42.4257066172182,1168,Locker Room Lounge,18290 Livernois Ave,48221,Angela Vincent,238168,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,365,1460
-83.0424811120191,42.3337545764408,1089,Loco Bar & Grill,454 E Lafayette Ave,48226,"Temple Plaza, Inc.",035158,Fixed Establishment,2020/06/01 00:00:00+00,Food Service Establishment,Open,High,180,1461
-83.1973586063118,42.3873334720804,51622910,Lola Mae's Bistro Bar,15418 Schoolcraft Rd,48227,Encore Enterprises Inc,237713,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,365,1462
-83.0475172884874,42.3291799780665,4032,London Chop House,155 W Congress Ste 10,48226,International Market Place Inc,071390,Fixed Establishment,2019/04/10 00:00:00+00,Food Service Establishment,Open,High,180,1463
-82.9699371024979,42.3912110338236,51623316,Lonestar Catering,12700 E Warren,48215,Maurice Wallace,995-3604,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,1464
-82.9940271381322,42.4095232074666,51623085,Long John Silvers,11288 Gratiot Ave,48213,LJS OPCO ONE LLC,241576,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,365,1465
-82.9940271381322,42.4095232074666,1311,Long John Silvers #3464,11288 Gratiot Ave,48213,Graw Inc.,061400,Fixed Establishment,2017/04/28 00:00:00+00,Food Service Establishment,Open,Medium,365,1466
-83.168828400349,42.4164409050717,1228,Lon's Coney Island,10741 W McNichols Rd,48221,Zef DjeLjevic,035329,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,1467
-83.2152071150126,42.4299440072669,352,Lon's Coney Island,17501 W Seven Mile Rd,48235,Fabijan Jakaj,034064,Fixed Establishment,2020/04/16 00:00:00+00,Food Service Establishment,Open,High,180,1468
-83.1779622087482,42.36595453665,527,Lon's Ham and Corned Beef,13600 Chicago Ave W,48228,Lon Merdita,075041,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1469
-83.1628195496506,42.2851084779934,51622742,Lorent Coney Island,601 S Schaefer Rd,48217,Gentiana Shabani ,229384,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1470
-83.2182962038824,42.4299814655492,5355,Los Chapos Restaurante Mexicano,17805 W Seven Mile Rd,48235,Ellis J Mendenhall,220250,Fixed Establishment,2019/05/06 00:00:00+00,Food Service Establishment,Open,High,180,1471
-83.1267630417435,42.3012449735583,370,Los Compadres,1132 Lawndale St,48209,Guadalupe Macias,066068,Fixed Establishment,2020/05/11 00:00:00+00,Food Service Establishment,Open,Medium,365,1472
-83.103715622269,42.3208630556802,3095,Los Corrales,2244 Junction Ave,48209,Jose Luis Aguirre,076391,Fixed Establishment,2016/04/13 00:00:00+00,Food Service Establishment,Open,,180,1473
-83.1297838891944,42.3278381282045,3288,Los Dos Amigos-1,7115 Parkwood St,4821,Miguel Guardado,037684,Mobile Food Establishment,2018/04/24 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,,210,1474
-83.1297838891944,42.3278381282045,4908,Los Dos Amigo's 2,7115 Parkwood St,4821,Miguel Guardado,237157,Mobile Food Establishment,1970/01/01 00:00:00+00,LHD - Mobile Food Establishmen,Seasonal,,210,1475
-83.0846695685646,42.323591644818,1386,Los Galanes,3354 Bagley Ave,48216,James Galan,035537,Fixed Establishment,2020/05/11 00:00:00+00,Food Service Establishment,Open,,180,1476
-82.9423323148897,42.3884803279863,51622760,Lost River,15421 Mack Ave,48224,Rum Capital LLC,229220,Fixed Establishment,2020/04/22 00:00:00+00,Food Service Establishment,Open,,365,1477
-83.1725822973263,42.4314779624376,669,Lotus Gardens,12832 W Seven Mile Rd,48235,Wongs King Inc.,034605,Fixed Establishment,2018/04/30 00:00:00+00,Food Service Establishment,Permanently Closed,High,180,1478
-83.1166166595426,42.359647401822,602,Louie's Cocktail Lounge,8053 Grand River Ave,48204,Ella M. Hendrix,034489,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,365,1479
-82.9405578313865,42.414109093008,2265,Louie's Ham & Corn Beef,16661 Harper Ave,48224,Pashno & Preta Dedvunaz,042576,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,380,1480
-83.0424113802951,42.3531714396895,2779,Louie's Ham & Corned Beef,3570 Riopelle St,48207,Mark & Martin Gojcaj,050840,Fixed Establishment,2020/05/19 00:00:00+00,Food Service Establishment,Open,High,180,1481
-83.0346880382831,42.3493322698537,538,Louisiana Creole Gumbo,2051 Gratiot Ave,48207,Spencer Seajoseffer,081158,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,High,180,1482
-83.1797142712002,42.4308626371026,5309,Louisiana Creole Gumbo/Commissary,13505 W Seven Mile Rd Ste A,48235,LCG Foods,208194,Fixed Establishment,2020/07/10 00:00:00+00,Food Service Establishment,Open,,180,1483
-83.0346880382831,42.3493322698537,51622488,Louisiana Creole Gumbo/Mobile #1,2051 Gratiot Ave,48207,LCG Foods Inc.,229332,Mobile Food Establishment,2019/04/24 00:00:00+00,LHD - Mobile Food Establishmen,Open,High,210,1484
-83.2343549613135,42.429968727057,410,Lou's  Deli/Seven Mile,19440 W Seven Mile Rd,48219,GMSM Inc./Martin Goodman,034167,Fixed Establishment,2020/04/16 00:00:00+00,Food Service Establishment,Open,,180,1485
-83.1528301408591,42.4172724035658,306,"Lou's Finer Deli, Inc.",8224 W McNichols Rd,48221,"Lou's Finer Deli, Inc.",033990,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,1486
-83.0489591024847,42.3340531150682,51622578,Lover's Only,34 W Grand River Ave,48226,Eli Boyer,226472,Fixed Establishment,2019/05/02 00:00:00+00,Food Service Establishment,Plan Review,Medium,365,1487
-83.0754066884287,42.3912549003659,1317,Loving Elementary,1000 Lynn Ave,48202,DPS,035441,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,,210,1488
-83.1663273783086,42.4027845769226,4914,Loyola High School Detroit,15325 Pinehurst St,48238,Keys Food Service,247223,Fixed Establishment,2020/07/28 00:00:00+00,Non-Public School,Open,Medium,210,1489
-83.0736739792812,42.3316122589263,51622820,Lucky Detroit Coffee & Espresso,2000 Michigan Ave,48216,Jami Buchanan & Chad,230549,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,High,180,1490
-83.0205835082605,42.338425250701,456,Lucky Dragon,2664 E Jefferson Ave,48207,Daniel D. Harnphanich,034243,Fixed Establishment,2019/05/29 00:00:00+00,Food Service Establishment,Open,,180,1491
-83.0485863492525,42.330578970963,51622865,Lucky's Noble BBQ/Fort Street Galley,160 W Fort St,48226,Brian Recor,238179,Fixed Establishment,2019/04/26 00:00:00+00,Food Service Establishment,Permanently Closed,High,180,1492
-83.0544509368045,42.3336701736428,720,Lucy & Ethel's Diner,400 Bagley Ave,48226,Bagley Cafe,208214,Fixed Establishment,2019/04/30 00:00:00+00,Food Service Establishment,Open,High,180,1493
-83.2692709043555,42.4350466721785,869,Ludington Magnet Middle School (5-8),19501 Berg Rd,48219,Detroit Board of Education,034902,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,,210,1494
-83.054440578331,42.3344984816002,51622486,Lumen Detroit,1903 Grand River Ave,48226,Norman R. LePage,221943,Fixed Establishment,2019/05/02 00:00:00+00,Food Service Establishment,Open,High,180,1495
-83.2194563852584,42.408504915595,4947,Lunch Lady (Oakland Co.),16100 Ashton Ave,48219,Renetta Dobson,204389,Special Transitory Food Unit,1970/01/01 00:00:00+00,LHD - Special Transitory Food,Open,,90.0,1496
-83.0454313402105,42.3310188069458,4157,Lunchtime Global,660 Woodward Ave #110,48226,RAF GLOBAL,068652,Fixed Establishment,2020/05/19 00:00:00+00,Food Service Establishment,Open,High,180,1497
-83.0762123505761,42.3700722279132,2287,Lunchtime Neo LLC,"3031 W Grand Blvd., Suite 201",48202,John Grossi,061148,Fixed Establishment,2020/06/24 00:00:00+00,Food Service Establishment,Open,High,180,1498
-83.1910168363758,42.4453456823876,1991,"Mama's, Inc.",14620 E Eight Mile Rd,48205,Violeta Vickie Juncaj,078343,Fixed Establishment,2016/04/26 00:00:00+00,Food Service Establishment,Open,High,180,1499
-83.0676334881218,42.3394391144225,4000,Motor City Casino - Room Svce,2901 Grand River Ave,48201,,062162,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Plan Review,,180,1500
-83.063816425207,42.4190802404559,577,Man Dees Lounge,17132 Conant St,48234,Alvin Taylor,034450,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,365,1501
-83.1272157180865,42.3016027340802,4234,Mangonadas Del Barrio,1210-14 Lawndale St,48209,Antonio Hernandez,070062,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Temporarily Closed,,365,1502
-83.0676334881218,42.3394391144225,3999,Motor City Casino - Signature Restaurant,2901 Grand River Ave,48201,Motorr ,062166,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,180,1503
-83.0922482333068,42.3216252132494,5308,"Mangonadas Del Barrio #1, LLC",4029 W Vernor,48209,Antonio Hernandez,237172,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,,,365,1504
-83.0676334881218,42.3394391144225,3783,Motor City Casino - Sound Board,2901 Grand River Ave,48201,Detroit Entertainment LLC,062177,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,365,1505
-83.2290642283448,42.3435153166781,51623190,Manhattan Fish and Chicken,19240 W Warren Ave,48228,Raoof Qasam,249333,Fixed Establishment,2020/04/09 00:00:00+00,Food Service Establishment,Open,High,90.0,1506
-83.0676334881218,42.3394391144225,3778,Motor City Casino - Spectators Bar,2901 Grand River Ave,48201,Detroit Entertainment LLC,062171,Fixed Establishment,2019/04/24 00:00:00+00,Food Service Establishment,Open,,365,1507
-83.1773799576119,42.3574957171947,3976,Manhattan Fish and Chicken,8712 Schaefer Ave ,48228,Raoof Ali Qasem,067235,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,Medium,180,1508
-82.967285449154,42.3840398061038,3751,Manhattan Fish and Chicken,3800 Conner St,48215,Fadi Chaar,066459,Fixed Establishment,2020/04/22 00:00:00+00,Food Service Establishment,Open,Medium,180,1509
-83.2583329599638,42.429174309999,3930,Manhattan Fish & Chicken,22000 W Seven Mile Rd,48219,Almas Salim,066999,Fixed Establishment,2020/05/11 00:00:00+00,Food Service Establishment,Open,Medium,180,1510
-83.2377898539569,42.3721406292459,51623034,Manhattan Fish & Chicken,20100 Plymouth Rd,48228,AFM FOOD MARKET INC,237724,Fixed Establishment,1970/01/01 00:00:00+00,Food Service Establishment,Open,,180,1511
-83.1394699180499,42.385865548939,3426,Manhattan Fish & Chicken,13325 Livernois Ave,48238,Hassan H. Alden,055106,Fixed Establishment,2019/04/29 00:00:00+00,Food Service Establishment,Open,High,180,1512
-83.0662245605487,42.3309778263241,1409,Manna Meals,1950 Trumbull Ave,48216,MANNA COMM MEAL BOARD OF DIR,035569,Fixed Establishment,2019/04/26 00:00:00+00,Food Service Establishment,Open,,180,1513
-83.234423851316,42.3687163839027,1241,Mann Elementary School,19625 Elmira St,48228,Detroit Board of Education,078732,Fixed Establishment,1970/01/01 00:00:00+00,Public School,Open,,210,1514
-83.0011826038491,42.3585317789942,833,Marcus Garvey,2301 Van Dyke Ave,48207,BOARD OF EDU. CITY OF DETROIT,034864,Fixed Establishment,2019/04/15 00:00:00+00,Public School,Open,,210,1515
-83.0584024308049,42.3397775159997,1405,Mariner's Inn,445 Ledyard St,48201,Mariner's Inn,202851,Fixed Establishment,2019/04/26 00:00:00+00,Food Service Establishment,Open,,180,1516
